payment_id,order_id,method,status,amount,paid_at,transaction_ref,customer_id,channel_id,store_id,order_date,billing_address_id,shipping_address_id,status_order,currency_code,subtotal,tax_amount,shipping_fee,total_amount,address_id,province_id,date_id,paid_at_id
7000002242,1000002242,CARD,PAID,17787.0,2024-03-05 16:34:05,TX-U19TKRYZ67VO,502,2,2.0,2024-03-03 02:34:05,1541.0,2,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0,2,2,20240303,20240305
7000002243,1000002243,GATEWAY,FAILED,129593.1,,,320,1,,2024-07-14 02:21:27,3915.0,2987,CANCELLED,ARS,106110.0,22283.1,1200.0,129593.1,2987,3,20240714,
7000002244,1000002244,GATEWAY,PAID,17172.0,2025-01-29 14:39:21,TX-HUEQ5U62JIXP,590,1,,2025-01-26 22:39:21,2882.0,1983,PAID,ARS,13200.0,2772.0,1200.0,17172.0,1983,1,20250126,20250129
7000002245,1000002245,GATEWAY,PAID,14374.8,2024-10-14 16:29:57,TX-KT8V3NRO003M,1358,1,,2024-10-12 00:29:57,3960.0,1944,FULFILLED,ARS,11880.0,2494.8,0.0,14374.8,1944,1,20241012,20241014
7000002246,1000002246,CASH,REFUNDED,31036.5,2024-12-25 12:40:50,TX-Z9S12NHNHM45,1413,2,3.0,2024-12-23 02:40:50,3136.0,3,REFUNDED,ARS,25650.0,5386.5,0.0,31036.5,3,3,20241223,20241225
7000002247,1000002247,CARD,REFUNDED,19350.0,2025-03-17 02:02:30,TX-3T5BIWDM32CP,1183,1,,2025-03-15 11:02:30,2617.0,3764,REFUNDED,ARS,15000.0,3150.0,1200.0,19350.0,3764,1,20250315,20250317
7000002248,1000002248,CARD,PAID,55813.88,2024-09-11 22:45:46,TX-23TVKVM53M21,1270,1,,2024-09-11 12:45:46,1720.0,1996,FULFILLED,ARS,44887.5,9426.38,1500.0,55813.88,1996,1,20240911,20240911
7000002249,1000002249,CARD,PAID,60112.8,2025-04-13 21:23:20,TX-V9WUXJ32CPNM,991,1,,2025-04-13 17:23:20,1859.0,4173,FULFILLED,ARS,49680.0,10432.8,0.0,60112.8,4173,3,20250413,20250413
7000002250,1000002250,GATEWAY,PAID,36209.25,2024-04-09 14:56:25,TX-XK6R7IJZ0ZNF,748,1,,2024-04-06 18:56:25,3573.0,2421,FULFILLED,ARS,29925.0,6284.25,0.0,36209.25,2421,2,20240406,20240409
7000002251,1000002251,GATEWAY,PAID,50505.0,2024-11-01 17:09:03,TX-EOTA2R14XFYC,1315,1,,2024-10-30 04:09:03,4126.0,1500,FULFILLED,ARS,40500.0,8505.0,1500.0,50505.0,1500,1,20241030,20241101
7000002252,1000002252,CARD,PAID,26136.0,2025-09-15 19:01:34,TX-MIOU60KIF32B,529,2,1.0,2025-09-13 07:01:34,2876.0,1,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0,1,1,20250913,20250915
7000002253,1000002253,GATEWAY,FAILED,58871.1,,,1186,1,,2024-12-19 04:26:13,1083.0,1890,CANCELLED,ARS,47910.0,10061.1,900.0,58871.1,1890,1,20241219,
7000002254,1000002254,CARD,PAID,79608.0,2024-08-03 14:10:59,TX-E6OVRP19KC26,826,1,,2024-08-03 13:10:59,3685.0,1826,FULFILLED,ARS,64800.0,13608.0,1200.0,79608.0,1826,1,20240803,20240803
7000002255,1000002255,CARD,PAID,19050.0,2024-06-19 05:03:48,TX-VXNLKG0TYZDR,53,1,,2024-06-16 19:03:48,3000.0,3446,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0,3446,4,20240616,20240619
7000002256,1000002256,CASH,PAID,53361.0,2024-08-18 11:28:59,TX-7FY3FMD6XKHR,810,2,3.0,2024-08-16 16:28:59,1372.0,3,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0,3,3,20240816,20240818
7000002257,1000002257,CASH,PAID,49005.0,2025-02-22 21:31:41,TX-KM9DU1UTPEC4,1442,2,1.0,2025-02-21 16:31:41,2105.0,1,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0,1,1,20250221,20250222
7000002258,1000002258,CARD,PAID,50094.0,2024-07-20 22:03:40,TX-FL15392FJD8Y,397,2,3.0,2024-07-20 03:03:40,3434.0,3,FULFILLED,ARS,41400.0,8694.0,0.0,50094.0,3,3,20240720,20240720
7000002259,1000002259,GATEWAY,PAID,15720.0,2024-06-22 06:19:36,TX-KKM8M0CP5S0M,292,1,,2024-06-19 15:19:36,,1545,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0,1545,1,20240619,20240622
7000002260,1000002260,CARD,FAILED,15420.0,,,73,1,,2024-09-04 07:27:08,,2460,CANCELLED,ARS,12000.0,2520.0,900.0,15420.0,2460,1,20240904,
7000002261,1000002261,CARD,PAID,71685.0,2025-10-01 02:52:19,TX-YYAHU8YJ50QF,462,1,,2025-09-30 19:52:19,2469.0,2791,FULFILLED,ARS,58500.0,12285.0,900.0,71685.0,2791,2,20250930,20251001
7000002262,1000002262,GATEWAY,PAID,15420.0,2025-08-01 09:24:20,TX-FJU17I0502EO,1441,1,,2025-07-29 18:24:20,4024.0,4140,FULFILLED,ARS,12000.0,2520.0,900.0,15420.0,4140,2,20250729,20250801
7000002263,1000002263,CARD,PAID,58072.5,2024-03-12 15:21:25,TX-VJ7ZX6O1YD3O,696,1,,2024-03-11 15:21:25,2516.0,2357,FULFILLED,ARS,47250.0,9922.5,900.0,58072.5,2357,1,20240311,20240312
7000002264,1000002264,CASH,PAID,14229.6,2025-09-12 22:06:45,TX-5FFV0LK4G8PA,568,2,2.0,2025-09-10 06:06:45,2364.0,2,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,2,2,20250910,20250912
7000002265,1000002265,GATEWAY,PAID,44760.0,2025-06-12 13:00:12,TX-FGTCJ8LVATGW,888,1,,2025-06-11 01:00:12,3425.0,3438,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0,3438,1,20250611,20250612
7000002266,1000002266,CARD,PAID,105633.0,2024-04-14 05:44:09,TX-VYWH6LNJSO3Z,1065,2,4.0,2024-04-13 05:44:09,1633.0,4,FULFILLED,ARS,87300.0,18333.0,0.0,105633.0,4,4,20240413,20240414
7000002267,1000002267,CARD,PAID,98038.8,2024-05-22 01:31:12,TX-EM8QRX85RF0D,667,1,,2024-05-20 04:31:12,4189.0,3570,PAID,ARS,80280.0,16858.8,900.0,98038.8,3570,1,20240520,20240522
7000002268,1000002268,GATEWAY,PENDING,15720.0,,,156,1,,2025-04-10 09:17:45,1011.0,1128,CREATED,ARS,12000.0,2520.0,1200.0,15720.0,1128,1,20250410,
7000002269,1000002269,GATEWAY,PAID,43588.8,2024-01-20 02:06:04,TX-7RZWNEKANZHG,272,1,,2024-01-17 19:06:04,1569.0,2218,FULFILLED,ARS,35280.0,7408.8,900.0,43588.8,2218,2,20240117,20240120
7000002270,1000002270,CARD,PAID,79943.25,2024-09-27 22:24:47,TX-5NFOG6YH0808,515,1,,2024-09-27 06:24:47,2967.0,1945,FULFILLED,ARS,65325.0,13718.25,900.0,79943.25,1945,3,20240927,20240927
7000002271,1000002271,CARD,FAILED,110969.1,,,1109,2,1.0,2024-11-26 23:04:10,3429.0,1,CANCELLED,ARS,91710.0,19259.1,0.0,110969.1,1,1,20241126,
7000002272,1000002272,CARD,PAID,32670.0,2024-11-02 04:18:56,TX-SR5BVUBXCJT8,4,2,1.0,2024-11-01 12:18:56,1147.0,1,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0,1,1,20241101,20241102
7000002273,1000002273,CARD,PAID,14520.0,2025-08-04 23:42:05,TX-AJLHA6J5XH0N,1406,2,3.0,2025-08-02 22:42:05,3006.0,3,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0,3,3,20250802,20250804
7000002274,1000002274,CARD,PAID,15518.25,2025-03-26 19:55:00,TX-EFVBREVRSJRN,701,2,4.0,2025-03-24 20:55:00,3706.0,4,FULFILLED,ARS,12825.0,2693.25,0.0,15518.25,4,4,20250324,20250326
7000002275,1000002275,CASH,PAID,36300.0,2024-09-20 14:46:16,TX-RWDOTD88ZB9W,438,2,1.0,2024-09-20 12:46:16,1726.0,1,PAID,ARS,30000.0,6300.0,0.0,36300.0,1,1,20240920,20240920
7000002276,1000002276,CARD,PAID,64362.0,2024-06-14 16:47:13,TX-62Z10I4LYCEK,275,1,,2024-06-13 03:47:13,3963.0,3144,FULFILLED,ARS,52200.0,10962.0,1200.0,64362.0,3144,3,20240613,20240614
7000002277,1000002277,CARD,PAID,92980.92,2024-04-05 05:14:19,TX-HMMR7LV1HHVP,1054,1,,2024-04-03 08:14:19,2622.0,1439,FULFILLED,ARS,75852.0,15928.92,1200.0,92980.92,1439,3,20240403,20240405
7000002278,1000002278,CARD,PAID,29040.0,2024-08-21 08:19:06,TX-X113O5CJE9EP,831,2,2.0,2024-08-20 11:19:06,3581.0,2,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0,2,2,20240820,20240821
7000002279,1000002279,CASH,REFUNDED,45520.2,2024-03-03 05:44:31,TX-R5ZFJYI7O8IH,161,2,3.0,2024-03-02 09:44:31,1232.0,3,REFUNDED,ARS,37620.0,7900.2,0.0,45520.2,3,3,20240302,20240303
7000002280,1000002280,CARD,REFUNDED,33570.0,2024-01-13 17:07:47,TX-NF21USLOUA2H,1379,1,,2024-01-12 11:07:47,2015.0,2942,REFUNDED,ARS,27000.0,5670.0,900.0,33570.0,2942,2,20240112,20240113
7000002281,1000002281,GATEWAY,PAID,14374.8,2024-10-06 04:13:26,TX-YUG28A7HTZWR,1004,1,,2024-10-05 21:13:26,2154.0,4081,FULFILLED,ARS,11880.0,2494.8,0.0,14374.8,4081,1,20241005,20241006
7000002282,1000002282,GATEWAY,PAID,32236.5,2024-10-17 11:16:05,TX-D2Q6OP3MJYGQ,7,1,,2024-10-16 21:16:05,1639.0,3359,FULFILLED,ARS,25650.0,5386.5,1200.0,32236.5,3359,4,20241016,20241017
7000002283,1000002283,CARD,PAID,86868.0,2024-05-19 10:15:17,TX-DCBBP1ZPMA1L,728,1,,2024-05-17 20:15:17,1389.0,2234,PAID,ARS,70800.0,14868.0,1200.0,86868.0,2234,1,20240517,20240519
7000002284,1000002284,GATEWAY,PAID,17535.0,2025-02-04 10:40:10,TX-WQ63NGLKB1ZN,832,1,,2025-02-02 21:40:10,3859.0,1918,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0,1918,2,20250202,20250204
7000002285,1000002285,GATEWAY,PAID,28488.0,2025-05-22 02:38:30,TX-QRYMDT6YZ7QP,177,1,,2025-05-21 07:38:30,4096.0,1572,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0,1572,4,20250521,20250522
7000002286,1000002286,CARD,PAID,28314.0,2025-01-11 02:00:30,TX-PCIEM1OQQC7I,526,2,2.0,2025-01-10 11:00:30,3707.0,2,PAID,ARS,23400.0,4914.0,0.0,28314.0,2,2,20250110,20250111
7000002287,1000002287,CASH,FAILED,54313.88,,,312,2,1.0,2024-07-20 08:30:00,1998.0,1,CANCELLED,ARS,44887.5,9426.38,0.0,54313.88,1,1,20240720,
7000002288,1000002288,CARD,PAID,85597.5,2024-10-15 16:29:41,TX-NPE6EMNYCUBF,297,1,,2024-10-15 02:29:41,2055.0,1538,FULFILLED,ARS,69750.0,14647.5,1200.0,85597.5,1538,1,20241015,20241015
7000002289,1000002289,CARD,PAID,36209.25,2024-09-01 23:41:31,TX-PSKYAXD7HH7N,472,2,4.0,2024-08-31 03:41:31,3975.0,4,FULFILLED,ARS,29925.0,6284.25,0.0,36209.25,4,4,20240831,20240901
7000002290,1000002290,CARD,PAID,73209.6,2025-05-21 13:46:41,TX-CTO5POBBSK71,133,1,,2025-05-21 10:46:41,2990.0,3079,FULFILLED,ARS,59760.0,12549.6,900.0,73209.6,3079,1,20250521,20250521
7000002291,1000002291,CARD,PAID,67082.4,2024-03-17 05:04:38,TX-DBAV1LICNCW6,718,2,4.0,2024-03-14 06:04:38,1210.0,4,FULFILLED,ARS,55440.0,11642.4,0.0,67082.4,4,4,20240314,20240317
7000002292,1000002292,CARD,FAILED,29088.0,,,378,1,,2024-12-12 05:07:22,1968.0,1902,CANCELLED,ARS,22800.0,4788.0,1500.0,29088.0,1902,2,20241212,
7000002293,1000002293,GATEWAY,REFUNDED,36774.0,2024-03-29 05:45:28,TX-D3SE2BP4SIMR,1390,1,,2024-03-26 16:45:28,2612.0,1806,REFUNDED,ARS,29400.0,6174.0,1200.0,36774.0,1806,1,20240326,20240329
7000002294,1000002294,CARD,PAID,17242.5,2024-04-01 08:12:53,TX-9HDR239MPNHJ,1114,2,3.0,2024-03-30 05:12:53,3526.0,3,PAID,ARS,14250.0,2992.5,0.0,17242.5,3,3,20240330,20240401
7000002295,1000002295,CASH,PAID,25613.28,2024-07-15 21:39:53,TX-OCIGWHVRGVA7,102,2,3.0,2024-07-13 05:39:53,3264.0,3,PAID,ARS,21168.0,4445.28,0.0,25613.28,3,3,20240713,20240715
7000002296,1000002296,CARD,PAID,14229.6,2025-06-02 06:19:18,TX-FOA4TZMZV0NS,484,1,,2025-05-30 23:19:18,2904.0,3401,PAID,ARS,11760.0,2469.6,0.0,14229.6,3401,4,20250530,20250602
7000002297,1000002297,CARD,PAID,41382.0,2024-12-24 23:25:42,TX-TOEU6KECO2A4,1297,2,2.0,2024-12-22 02:25:42,1514.0,2,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0,2,2,20241222,20241224
7000002298,1000002298,GATEWAY,PAID,29359.2,2024-05-21 17:30:57,TX-1I6XMH1TP9WN,716,1,,2024-05-19 12:30:57,2136.0,2894,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2,2894,2,20240519,20240521
7000002299,1000002299,GATEWAY,FAILED,36483.6,,,1009,1,,2024-03-04 23:51:42,1980.0,1340,CANCELLED,ARS,29160.0,6123.6,1200.0,36483.6,1340,4,20240304,
7000002300,1000002300,CARD,FAILED,61095.0,,,860,1,,2025-05-03 11:19:54,3187.0,3457,CANCELLED,ARS,49500.0,10395.0,1200.0,61095.0,3457,3,20250503,
7000002301,1000002301,CARD,PAID,16418.25,2024-06-21 12:27:13,TX-RX8TF164G1U8,118,1,,2024-06-20 22:27:13,2912.0,2582,FULFILLED,ARS,12825.0,2693.25,900.0,16418.25,2582,2,20240620,20240621
7000002302,1000002302,CARD,PAID,39204.0,2024-08-11 00:46:41,TX-QUV19IT4MTMA,891,1,,2024-08-09 20:46:41,3933.0,2071,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0,2071,1,20240809,20240811
7000002303,1000002303,TRANSFER,PENDING,92347.2,,,1091,2,2.0,2025-02-06 05:56:30,3128.0,2,CREATED,ARS,76320.0,16027.2,0.0,92347.2,2,2,20250206,
7000002304,1000002304,CARD,PAID,33870.0,2025-03-25 09:36:20,TX-0LGFDW6GUDAG,1373,1,,2025-03-24 00:36:20,,2597,FULFILLED,ARS,27000.0,5670.0,1200.0,33870.0,2597,1,20250324,20250325
7000002305,1000002305,CASH,PAID,35211.0,2025-02-08 22:50:59,TX-C3VWHBXHIMKO,557,2,4.0,2025-02-06 01:50:59,2506.0,4,FULFILLED,ARS,29100.0,6111.0,0.0,35211.0,4,4,20250206,20250208
7000002306,1000002306,CARD,PAID,49905.0,2024-11-23 12:07:44,TX-BFT5HL9PLMWE,757,1,,2024-11-21 01:07:44,2465.0,3944,FULFILLED,ARS,40500.0,8505.0,900.0,49905.0,3944,1,20241121,20241123
7000002307,1000002307,CARD,REFUNDED,43671.0,2024-01-20 23:25:32,TX-F5K2ERTBKP6X,1015,1,,2024-01-18 06:25:32,1038.0,1090,REFUNDED,ARS,35100.0,7371.0,1200.0,43671.0,1090,1,20240118,20240120
7000002308,1000002308,CARD,FAILED,61312.8,,,635,1,,2024-05-17 00:43:30,3003.0,2066,CANCELLED,ARS,49680.0,10432.8,1200.0,61312.8,2066,2,20240517,
7000002309,1000002309,CARD,PAID,19168.5,2025-03-02 03:06:17,TX-1QCKQ487QGGZ,498,1,,2025-03-01 19:06:17,2497.0,1061,FULFILLED,ARS,14850.0,3118.5,1200.0,19168.5,1061,1,20250301,20250302
7000002310,1000002310,CARD,PAID,29040.0,2024-08-14 02:37:12,TX-GI8E0QEE0GVC,886,2,4.0,2024-08-11 19:37:12,3093.0,4,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0,4,4,20240811,20240814
7000002311,1000002311,CARD,PAID,74215.35,2025-05-02 21:07:52,TX-R18DPJMJPG8X,1127,2,4.0,2025-05-02 05:07:52,,4,FULFILLED,ARS,61335.0,12880.35,0.0,74215.35,4,4,20250502,20250502
7000002312,1000002312,CARD,PAID,16020.0,2024-04-17 00:09:58,TX-3S3HDZ9HQKY9,1220,1,,2024-04-14 06:09:58,1879.0,1261,PAID,ARS,12000.0,2520.0,1500.0,16020.0,1261,4,20240414,20240417
7000002313,1000002313,GATEWAY,PAID,71168.25,2024-11-16 15:46:59,TX-EUULO17CKNM7,16,1,,2024-11-15 03:46:59,3514.0,1266,FULFILLED,ARS,57825.0,12143.25,1200.0,71168.25,1266,1,20241115,20241116
7000002314,1000002314,GATEWAY,PAID,18687.0,2024-03-20 06:23:50,TX-CNOGJE2EN9WV,350,1,,2024-03-19 05:23:50,,3810,PAID,ARS,14700.0,3087.0,900.0,18687.0,3810,1,20240319,20240320
7000002315,1000002315,CARD,PAID,27036.0,2024-04-23 21:40:12,TX-IL5GY2GNJXD6,37,1,,2024-04-23 02:40:12,1985.0,4111,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0,4111,2,20240423,20240423
7000002316,1000002316,CARD,FAILED,16441.08,,,1445,1,,2024-10-25 15:37:55,2091.0,2976,CANCELLED,ARS,12348.0,2593.08,1500.0,16441.08,2976,1,20241025,
7000002317,1000002317,GATEWAY,PAID,16446.0,2024-01-18 16:46:14,TX-E3WJ1Z3LDBMY,18,1,,2024-01-16 09:46:14,3768.0,3211,FULFILLED,ARS,12600.0,2646.0,1200.0,16446.0,3211,3,20240116,20240118
7000002318,1000002318,CARD,REFUNDED,17787.0,2024-04-08 23:02:50,TX-D8K0YLL5M5MC,975,1,,2024-04-08 13:02:50,3214.0,1860,REFUNDED,ARS,14700.0,3087.0,0.0,17787.0,1860,4,20240408,20240408
7000002319,1000002319,CASH,PAID,17787.0,2025-02-13 11:14:24,TX-ZEVUW8PMY9PH,304,2,3.0,2025-02-10 23:14:24,1337.0,3,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0,3,3,20250210,20250213
7000002320,1000002320,CARD,PAID,39204.0,2025-01-10 14:46:24,TX-P8I7JTR29TEI,1199,1,,2025-01-07 14:46:24,,2950,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0,2950,1,20250107,20250110
7000002321,1000002321,TRANSFER,PAID,13794.0,2024-04-25 05:42:55,TX-2IR5V2O0VF6R,437,2,2.0,2024-04-22 20:42:55,1482.0,2,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0,2,2,20240422,20240425
7000002322,1000002322,GATEWAY,PAID,46638.0,2024-06-22 00:28:58,TX-NG55P3DJWXFA,424,1,,2024-06-21 22:28:58,1369.0,1303,FULFILLED,ARS,37800.0,7938.0,900.0,46638.0,1303,1,20240621,20240622
7000002323,1000002323,CARD,PAID,37800.0,2024-09-04 02:05:11,TX-KSDQ0Q15EJEA,1364,1,,2024-09-01 18:05:11,3608.0,3513,FULFILLED,ARS,30000.0,6300.0,1500.0,37800.0,3513,1,20240901,20240904
7000002324,1000002324,CARD,PAID,13968.0,2025-03-27 18:43:59,TX-2LW8D6QODYZ8,979,1,,2025-03-27 01:43:59,2384.0,1494,FULFILLED,ARS,10800.0,2268.0,900.0,13968.0,1494,1,20250327,20250327
7000002325,1000002325,GATEWAY,PAID,70694.25,2025-07-02 13:26:15,TX-4KCH3Z221B1R,110,1,,2025-07-02 08:26:15,4115.0,2589,FULFILLED,ARS,58425.0,12269.25,0.0,70694.25,2589,1,20250702,20250702
7000002326,1000002326,CARD,PAID,75619.92,2024-11-16 07:18:33,TX-WZJ001TL6M5D,751,1,,2024-11-14 02:18:33,3623.0,2977,FULFILLED,ARS,61752.0,12967.92,900.0,75619.92,2977,1,20241114,20241116
7000002327,1000002327,CARD,PAID,40104.0,2024-07-01 02:54:03,TX-M3TZX2UGHIQJ,1427,1,,2024-06-28 14:54:03,1085.0,3938,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0,3938,1,20240628,20240701
7000002328,1000002328,CARD,PAID,32236.5,2025-03-17 01:56:28,TX-M7Q2B7I5YBOJ,252,1,,2025-03-16 13:56:28,4171.0,1858,FULFILLED,ARS,25650.0,5386.5,1200.0,32236.5,1858,1,20250316,20250317
7000002329,1000002329,CARD,FAILED,28749.6,,,846,2,2.0,2024-12-06 04:26:41,,2,CANCELLED,ARS,23760.0,4989.6,0.0,28749.6,2,2,20241206,
7000002330,1000002330,CARD,PAID,17152.56,2025-03-08 01:19:38,TX-2EB5FA7KC6Z1,1183,1,,2025-03-06 06:19:38,1036.0,3178,FULFILLED,ARS,12936.0,2716.56,1500.0,17152.56,3178,1,20250306,20250308
7000002331,1000002331,CARD,PAID,73536.3,2025-06-26 18:27:48,TX-VGKPIQ0OVU9R,874,1,,2025-06-23 22:27:48,1627.0,2478,FULFILLED,ARS,60030.0,12606.3,900.0,73536.3,2478,1,20250623,20250626
7000002332,1000002332,CARD,PAID,29940.0,2025-08-03 19:33:42,TX-XP2W8KD19RBP,469,1,,2025-08-01 10:33:42,1241.0,3208,FULFILLED,ARS,24000.0,5040.0,900.0,29940.0,3208,1,20250801,20250803
7000002333,1000002333,CARD,PAID,37800.0,2025-05-11 08:09:02,TX-3TVZ29SC848B,637,1,,2025-05-10 08:09:02,2553.0,3888,FULFILLED,ARS,30000.0,6300.0,1500.0,37800.0,3888,1,20250510,20250511
7000002334,1000002334,TRANSFER,PAID,80186.7,2025-06-10 08:21:48,TX-SZJ2BS7KGT7G,1068,2,3.0,2025-06-10 06:21:48,1198.0,3,FULFILLED,ARS,66270.0,13916.7,0.0,80186.7,3,3,20250610,20250610
7000002335,1000002335,CASH,PAID,16008.3,2025-08-10 06:30:34,TX-C3HB9YTA87VV,1230,2,3.0,2025-08-09 14:30:34,3699.0,3,FULFILLED,ARS,13230.0,2778.3,0.0,16008.3,3,3,20250809,20250810
7000002336,1000002336,CARD,PAID,63155.55,2025-03-31 03:46:52,TX-P0379O25WIET,249,1,,2025-03-30 06:46:52,2023.0,3531,FULFILLED,ARS,50955.0,10700.55,1500.0,63155.55,3531,1,20250330,20250331
7000002337,1000002337,CARD,PAID,18442.5,2024-12-03 10:42:27,TX-5DE2HE58GX7E,390,1,,2024-12-01 04:42:27,1221.0,2182,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5,2182,1,20241201,20241203
7000002338,1000002338,TRANSFER,PAID,35574.0,2024-02-12 07:08:40,TX-9KAYDWKHOSMC,162,2,2.0,2024-02-09 21:08:40,2707.0,2,PAID,ARS,29400.0,6174.0,0.0,35574.0,2,2,20240209,20240212
7000002339,1000002339,CASH,PAID,32670.0,2025-03-13 21:18:46,TX-Y5OJSQXWO1EZ,493,2,1.0,2025-03-11 00:18:46,3558.0,1,PAID,ARS,27000.0,5670.0,0.0,32670.0,1,1,20250311,20250313
7000002340,1000002340,GATEWAY,PAID,31246.8,2024-10-10 20:43:53,TX-9E8IEUNHZJ7J,1231,1,,2024-10-08 04:43:53,3381.0,3485,PAID,ARS,25080.0,5266.8,900.0,31246.8,3485,1,20241008,20241010
7000002341,1000002341,CARD,PENDING,27336.0,,,382,1,,2024-11-02 17:32:39,3156.0,2622,CREATED,ARS,21600.0,4536.0,1200.0,27336.0,2622,1,20241102,
7000002342,1000002342,CARD,PAID,28488.0,2025-03-17 04:48:22,TX-E9RPOGCBPSSH,887,1,,2025-03-14 15:48:22,3392.0,3618,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0,3618,1,20250314,20250317
7000002343,1000002343,CARD,PAID,93765.0,2025-01-03 18:53:17,TX-TZDJT4FDUADI,949,1,,2025-01-01 06:53:17,,2008,FULFILLED,ARS,76500.0,16065.0,1200.0,93765.0,2008,1,20250101,20250103
7000002344,1000002344,GATEWAY,PAID,83020.2,2024-10-16 01:44:21,TX-U0TMPB7P94TY,78,1,,2024-10-15 22:44:21,4158.0,3217,FULFILLED,ARS,67620.0,14200.2,1200.0,83020.2,3217,1,20241015,20241016
7000002345,1000002345,GATEWAY,PAID,14994.0,2024-09-15 06:36:01,TX-XFDFJSLSPGF1,747,1,,2024-09-13 06:36:01,1974.0,2682,FULFILLED,ARS,11400.0,2394.0,1200.0,14994.0,2682,1,20240913,20240915
7000002346,1000002346,CARD,PAID,31246.8,2024-05-30 23:28:52,TX-OX5PJTIU0HDP,138,1,,2024-05-30 03:28:52,2105.0,4028,FULFILLED,ARS,25080.0,5266.8,900.0,31246.8,4028,4,20240530,20240530
7000002347,1000002347,GATEWAY,PAID,54261.0,2025-08-27 08:42:24,TX-PWUWO13JC9FQ,1058,1,,2025-08-24 11:42:24,2021.0,3921,FULFILLED,ARS,44100.0,9261.0,900.0,54261.0,3921,1,20250824,20250827
7000002348,1000002348,CASH,PAID,43124.4,2025-06-16 01:06:46,TX-OSGPRSRUEYT8,189,2,2.0,2025-06-15 08:06:46,2582.0,2,FULFILLED,ARS,35640.0,7484.4,0.0,43124.4,2,2,20250615,20250616
7000002349,1000002349,GATEWAY,FAILED,55313.7,,,507,1,,2025-05-19 21:57:48,3552.0,2667,CANCELLED,ARS,44970.0,9443.7,900.0,55313.7,2667,3,20250519,
7000002350,1000002350,CARD,PAID,13068.0,2024-05-13 01:13:10,TX-ER4ZQ1D207TE,1374,2,4.0,2024-05-11 23:13:10,2449.0,4,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0,4,4,20240511,20240513
7000002351,1000002351,GATEWAY,PAID,47238.0,2024-12-31 17:59:57,TX-4A3MLWU1LRZH,85,1,,2024-12-31 03:59:57,,3633,FULFILLED,ARS,37800.0,7938.0,1500.0,47238.0,3633,1,20241231,20241231
7000002352,1000002352,CARD,PAID,27036.0,2024-08-07 15:08:34,TX-PQG7XRU3JLHJ,239,1,,2024-08-06 17:08:34,2189.0,3476,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0,3476,2,20240806,20240807
7000002353,1000002353,CARD,PAID,32205.12,2024-07-02 20:37:55,TX-BLSDMTUP8J5K,17,1,,2024-06-30 04:37:55,3188.0,1330,FULFILLED,ARS,25872.0,5433.12,900.0,32205.12,1330,3,20240630,20240702
7000002354,1000002354,CARD,PAID,40970.28,2024-03-30 10:14:35,TX-FEPFCLPZUY2H,351,1,,2024-03-29 23:14:35,2171.0,3464,FULFILLED,ARS,32868.0,6902.28,1200.0,40970.28,3464,1,20240329,20240330
7000002355,1000002355,GATEWAY,PAID,35385.0,2024-06-09 06:29:54,TX-L1D5VF3NNDC3,1421,1,,2024-06-08 14:29:54,2136.0,3571,FULFILLED,ARS,28500.0,5985.0,900.0,35385.0,3571,1,20240608,20240609
7000002356,1000002356,TRANSFER,PAID,28459.2,2024-05-30 15:16:06,TX-Q4HRLJPYVJMX,719,2,2.0,2024-05-29 22:16:06,1131.0,2,PAID,ARS,23520.0,4939.2,0.0,28459.2,2,2,20240529,20240530
7000002357,1000002357,CARD,FAILED,29940.0,,,58,1,,2024-03-06 20:55:02,2012.0,1373,CANCELLED,ARS,24000.0,5040.0,900.0,29940.0,1373,1,20240306,
7000002358,1000002358,CARD,PAID,45723.24,2024-09-15 19:36:02,TX-L4P4A3DNQGS5,245,1,,2024-09-13 13:36:02,1350.0,1335,FULFILLED,ARS,37044.0,7779.24,900.0,45723.24,1335,1,20240913,20240915
